real,prediccion,error
1.458,1.6387499999999997,-0.18074999999999974
0.388,0.7854399999999998,-0.3974399999999998
2.537,2.2795800999999996,0.25741990000000037
2.75,1.7360399999999996,1.0139600000000004
4.258,4.133041599999999,0.12495840000000058
1.199,1.1485199999999998,0.0504800000000003
2.089,2.28254,-0.19354000000000005
3.084,4.214631399999999,-1.130631399999999
0.559,0.68989,-0.13088999999999995
1.375,1.6435604999999998,-0.26856049999999976
0.517,0.5055399999999995,0.01146000000000047
1.805,2.4163903000000007,-0.6113903000000007
0.522,0.6654800000000001,-0.14348000000000005
1.345,1.7700601999999999,-0.4250601999999999
2.938,3.6325909999999983,-0.6945909999999982
0.985,1.0462500000000006,-0.06125000000000058
2.192,1.95834,0.2336600000000002
1.453,1.5696799999999995,-0.11667999999999945
0.89,0.9570300000000006,-0.06703000000000059
3.37,2.7988399999999998,0.5711600000000003
2.165,3.163611799999998,-0.9986117999999982
1.082,1.25065,-0.16864999999999997
1.875,2.039230199999999,-0.1642301999999991
0.525,0.70219,-0.17718999999999996
4.232,3.2071603,1.0248397000000002
1.869,2.0280199999999997,-0.15901999999999972
2.233,2.1744499999999998,0.058550000000000324
0.637,0.9097200000000006,-0.27272000000000063
5.00001,3.921451799999998,1.0785582000000016
0.61,0.6866599,-0.0766599
1.853,2.02809,-0.1750900000000002
0.687,1.10298,-0.41598
4.213,3.8531603999999993,0.3598396000000008
0.92,1.0348000000000002,-0.11480000000000012
1.797,1.6428999999999996,0.15410000000000035
2.732,3.1961207,-0.4641206999999996
1.938,2.5927214000000003,-0.6547214000000003
5.00001,3.7774434999999973,1.2225665000000023
1.735,1.8594400000000004,-0.12444000000000033
2.14,1.8065000000000007,0.33349999999999946
1.133,1.3887699999999992,-0.25576999999999916
0.612,0.5947499999999999,0.0172500000000001
1.421,1.4143500000000002,0.006649999999999823
4.596,3.498441,1.097559
2.409,2.1351600000000004,0.2738399999999994
0.939,0.6313500000000003,0.30764999999999965
2.531,2.7437600000000013,-0.21276000000000117
0.915,1.6969,-0.7819
2.25,2.4812201000000003,-0.23122010000000026
5.00001,4.6817558999999935,0.3182541000000061
3.115,3.455270100000001,-0.3402701000000006
4.01,3.831810300000001,0.178189699999999
2.951,3.1299910000000004,-0.17899100000000034
2.125,3.141290499999997,-1.016290499999997
2.154,2.0227002999999995,0.13129970000000046
2.029,2.539900000000001,-0.5109000000000012
1.776,2.08236,-0.30635999999999997
1.75,2.098900599999999,-0.348900599999999
3.862,3.3460007999999988,0.5159992000000013
2.167,2.4934004999999995,-0.32640049999999965
1.66,1.5048199999999994,0.15518000000000054
2.449,2.5166901,-0.06769010000000009
1.211,1.2581500000000003,-0.04715000000000025
1.375,1.15156,0.22344000000000008
3.25,2.870010099999999,0.3799899000000009
3.151,2.5200299999999998,0.63097
0.969,1.3104401000000003,-0.34144010000000036
1.796,1.83723,-0.04122999999999988
1.702,2.0994599999999997,-0.3974599999999997
1.878,2.5963001,-0.7183001000000002
1.768,2.06494,-0.29694
1.909,3.2935110000000014,-1.3845110000000014
1.54,1.8263000000000003,-0.2863000000000002
2.962,2.5383099999999983,0.4236900000000019
2.28,2.0997200000000005,0.18027999999999933
5.00001,4.992469899999989,0.007540100000010597
0.669,0.5782899999999994,0.09071000000000062
5.00001,3.635000399999997,1.3650096000000027
4.5,2.3944705000000006,2.1055294999999994
1.183,1.0915600000000003,0.09143999999999974
1.585,1.7963100000000003,-0.21131000000000033
0.942,0.9785800000000002,-0.03658000000000028
1.655,2.4872600000000005,-0.8322600000000004
1.781,1.9386799999999993,-0.15767999999999938
0.904,0.9930100000000001,-0.08901000000000003
1.326,1.4400699999999995,-0.11406999999999945
2.365,2.6237500000000007,-0.2587500000000005
2.44,2.3469700999999996,0.09302990000000033
4.433,4.287801499999998,0.145198500000002
3.971,3.8311614999999986,0.13983850000000153
2.639,2.5470100000000016,0.09198999999999824
2.145,2.5980099999999995,-0.45300999999999947
1.869,2.5932701,-0.7242700999999998
1.083,1.3360100000000004,-0.2530100000000004
4.15,2.9755301999999997,1.1744698000000007
3.387,2.9424499999999996,0.44455000000000044
1.954,1.9168900000000009,0.03710999999999909
2.064,1.9076899999999994,0.15631000000000062
1.519,1.6734400000000003,-0.15444000000000035
2.094,2.9410799999999995,-0.8470799999999996
2.508,3.148830000000002,-0.640830000000002
1.185,1.8571499999999994,-0.6721499999999994
0.944,0.97958,-0.035580000000000056
2.511,2.2469299999999994,0.2640700000000007
3.977,3.701970900000001,0.2750290999999989
1.469,1.2876900000000004,0.18130999999999964
1.754,1.9249199999999989,-0.17091999999999885
0.956,1.3642800000000008,-0.40828000000000086
1.688,1.6233999999999995,0.06460000000000043
1.711,2.047849999999998,-0.3368499999999981
4.143,3.4473503999999986,0.6956496000000012
0.707,0.70718,-0.000180000000000069
1.675,2.14785,-0.47285
3.05,3.259450800000002,-0.20945080000000216
1.693,1.4955399999999996,0.1974600000000004
1.575,2.114739999999999,-0.539739999999999
1.676,1.2694899999999993,0.4065100000000006
5.00001,4.933389499999991,0.06662050000000885
1.14,1.4764599999999999,-0.33646
3.412,1.8649099999999996,1.5470900000000003
3.496,2.561539999999999,0.934460000000001
0.738,1.1410200000000001,-0.40302000000000016
3.333,2.8222000000000014,0.5107999999999988
0.543,0.9588100999999996,-0.4158100999999995
1.222,1.1078300000000005,0.11416999999999944
1.125,1.1055000000000006,0.019499999999999407
2.645,2.3849,0.2601
1.561,1.45004,0.11095999999999995
2.333,2.356479999999999,-0.023479999999998835
1.524,1.8037,-0.27970000000000006
3.0,1.9167800000000002,1.0832199999999998
1.365,2.15038,-0.7853800000000002
0.486,0.5131600000000001,-0.027160000000000073
2.74,2.9669499999999998,-0.22694999999999954
1.292,1.6362899999999994,-0.3442899999999993
2.375,1.9994100000000004,0.37558999999999965
1.216,1.6198499999999996,-0.4038499999999996
1.125,1.40813,-0.2831300000000001
1.509,1.7047400000000008,-0.1957400000000009
3.981,3.8480918999999987,0.1329081000000012
2.944,4.0880117999999985,-1.1440117999999986
0.966,1.1176199999999996,-0.15161999999999964
3.311,3.470420299999999,-0.15942029999999896
2.385,2.0364405000000003,0.34855949999999947
0.677,0.73257,-0.05557000000000001
1.618,1.2006400000000006,0.4173599999999995
3.126,2.9066602,0.21933979999999975
1.582,1.5331799999999998,0.04882000000000031
0.673,0.7624000000000002,-0.08940000000000015
2.57,2.9833700999999984,-0.4133700999999985
5.00001,4.9846597999999895,0.015350200000010084
2.413,1.9363500000000002,0.4766499999999996
2.407,2.2263799999999994,0.18062000000000067
2.052,1.8410699999999998,0.21093000000000028
1.677,1.3161600000000002,0.3608399999999998
1.635,1.6315900000000005,0.003409999999999469
0.923,0.8934200000000004,0.029579999999999607
3.58,3.384570300000001,0.19542969999999915
0.392,0.7578899999999997,-0.3658899999999997
1.352,1.0307499999999998,0.32125000000000026
1.021,1.2251899999999998,-0.20418999999999987
2.983,3.9826623999999966,-0.9996623999999965
0.912,1.0450799999999998,-0.13307999999999975
1.265,1.0154999999999996,0.24950000000000028
1.625,1.597159999999999,0.027840000000000975
2.171,2.6907506999999997,-0.5197506999999999
1.952,1.5499800000000001,0.4020199999999998
1.115,1.6878799999999998,-0.5728799999999998
4.0,3.523001499999998,0.4769985000000019
2.211,2.1815199999999995,0.029480000000000395
0.495,0.7980899999999999,-0.30308999999999986
1.705,1.7453999999999998,-0.04039999999999977
1.75,1.53005,0.2199500000000001
1.953,2.550660200000001,-0.5976602000000011
0.488,0.5652999999999999,-0.07729999999999992
2.214,1.8479800000000004,0.36601999999999957
2.183,3.1093301000000015,-0.9263301000000017
0.7,0.7332799999999999,-0.033279999999999976
4.286,3.218650699999999,1.0673493000000005
0.67,1.1353300000000004,-0.46533000000000035
1.212,2.4426000000000005,-1.2306000000000006
1.209,1.7000900000000003,-0.49109000000000025
1.32,1.3609000000000007,-0.0409000000000006
4.65,4.0969119,0.5530881000000001
2.867,3.4260304,-0.5590304000000001
0.631,0.6735099999999998,-0.042509999999999826
1.413,1.54432,-0.13131999999999988
0.738,0.9611000000000003,-0.2231000000000003
1.798,2.14561,-0.34761
1.031,0.8395899999999998,0.19141000000000008
1.768,1.6756400000000011,0.09235999999999889
2.099,2.01637,0.08262999999999998
2.75,3.7906316999999983,-1.0406316999999983
1.832,1.9400199999999987,-0.10801999999999867
1.938,1.16709,0.77091
2.134,2.6529405000000015,-0.5189405000000016
3.595,3.0058099999999994,0.5891900000000008
2.115,1.6547099999999995,0.46029000000000075
0.747,0.8495099999999998,-0.10250999999999977
2.414,2.0495899999999985,0.3644100000000017
2.0,1.51669,0.4833099999999999
2.3,2.5042999999999997,-0.20429999999999993
1.651,1.758040100000001,-0.10704010000000097
2.171,2.2454000000000005,-0.07440000000000069
2.726,2.8693200000000005,-0.14332000000000056
2.365,1.9587900000000007,0.4062099999999995
2.219,2.6877701000000007,-0.46877010000000086
0.516,0.5967100000000004,-0.08071000000000039
1.67,1.8149902000000002,-0.1449902000000003
2.356,2.120269999999999,0.23573000000000066
4.871,4.1708837999999995,0.700116200000001
3.825,3.026459999999999,0.7985400000000014
0.682,0.9311499999999999,-0.24914999999999987
3.277,2.6449003999999996,0.6320996000000005
0.715,0.90146,-0.18646000000000007
0.727,0.9602100000000003,-0.23321000000000036
2.245,2.05875,0.18625000000000025
1.75,1.6865899999999998,0.06341000000000019
0.949,0.9458399999999998,0.0031600000000001627
1.45,1.4176800000000003,0.03231999999999968
5.00001,4.1115122999999985,0.8884977000000012
0.873,0.8471999999999997,0.025800000000000267
1.765,1.85657,-0.09157000000000015
0.512,0.610799999999999,-0.098799999999999
0.888,1.4411299999999994,-0.5531299999999993
1.193,1.2787100000000005,-0.0857100000000004
0.689,0.6504700000000002,0.03852999999999973
0.562,0.7667899999999996,-0.20478999999999958
2.108,2.263609999999999,-0.15560999999999892
1.462,1.2995499999999995,0.16245000000000043
0.932,0.9801099999999998,-0.048109999999999764
0.676,0.7878500000000003,-0.11185000000000023
1.641,1.66902,-0.028019999999999934
5.00001,5.000009999999988,1.1546319456101628e-14
3.436,3.4526501000000023,-0.016650100000002332
3.196,3.340650000000002,-0.14465000000000172
0.769,0.7336800000000006,0.03531999999999946
1.191,1.6599100000000002,-0.46891000000000016
0.869,0.8857099999999996,-0.01670999999999956
0.89,1.0725799999999999,-0.18257999999999985
2.738,2.5563002,0.18169980000000008
1.04,1.0096900000000004,0.030309999999999615
0.874,1.2749900000000003,-0.4009900000000003
1.791,1.928770000000001,-0.13777000000000106
2.516,2.985730599999999,-0.4697305999999988
3.611,2.2468500000000002,1.36415
3.718,4.0775319,-0.35953190000000035
0.679,0.8933200000000001,-0.21432000000000007
3.754,3.5580701999999995,0.1959298000000005
0.813,1.0876799999999998,-0.2746799999999998
1.372,1.5520999999999996,-0.18009999999999948
1.752,1.9619700000000015,-0.20997000000000154
5.00001,4.250805299999995,0.7492047000000044
1.331,1.4831900000000002,-0.15219000000000027
1.353,1.31887,0.034129999999999994
1.775,2.2062299999999997,-0.4312299999999998
0.965,1.1454300000000006,-0.18043000000000065
0.492,0.7256,-0.23360000000000003
2.347,2.8293,-0.48229999999999995
1.124,1.1436000000000004,-0.019600000000000284
1.503,1.5851199999999992,-0.0821199999999993
1.406,1.5681499999999997,-0.1621499999999998
0.988,1.0843399999999996,-0.09633999999999965
0.451,0.5937999999999996,-0.14279999999999954
2.247,2.39489,-0.1478900000000003
0.508,1.1845799999999986,-0.6765799999999986
1.648,2.0749099999999996,-0.4269099999999997
3.617,3.5394812000000013,0.07751879999999867
1.694,1.7215199999999995,-0.027519999999999545
1.715,1.69176,0.02324000000000015
2.379,2.7474700000000007,-0.36847000000000074
1.598,1.2769400000000002,0.3210599999999999
2.0,2.49681,-0.49681
1.971,2.370180000000001,-0.39918000000000076
3.016,3.1373303999999984,-0.1213303999999984
1.88,2.166210000000001,-0.28621000000000096
1.161,1.9994099999999988,-0.8384099999999988
3.528,3.507460999999999,0.020539000000001195
0.775,0.8097999999999999,-0.03479999999999983
1.521,1.6556499999999996,-0.13464999999999971
1.731,1.8868499999999993,-0.15584999999999916
2.185,2.046960000000001,0.13803999999999927
1.353,1.368240000000001,-0.01524000000000103
0.508,0.6456399999999998,-0.13763999999999976
3.824,4.478212,-0.6542120000000002
1.847,1.8678700000000013,-0.020870000000001276
1.177,1.5261299999999998,-0.3491299999999997
1.158,1.497309999999999,-0.3393099999999991
2.5,1.6277399999999997,0.8722600000000003
1.443,2.4029603,-0.9599603000000001
5.00001,4.991479899999988,0.00853010000001131
1.539,1.6610000000000005,-0.12200000000000055
1.031,1.0055200000000002,0.025479999999999725
1.287,1.27101,0.01598999999999995
0.983,1.7107399999999982,-0.7277399999999982
0.894,1.0017100000000003,-0.1077100000000003
2.079,2.8776300000000004,-0.7986300000000002
1.225,1.1717399999999996,0.05326000000000053
1.667,1.6747300000000005,-0.007730000000000459
0.952,1.00963,-0.05763000000000007
0.721,0.8214700000000004,-0.10047000000000039
1.431,1.83831,-0.40731000000000006
0.914,0.88357,0.030430000000000068
1.178,1.2637199999999997,-0.0857199999999998
2.328,1.7770499999999994,0.5509500000000005
0.597,0.7239199999999997,-0.1269199999999997
2.68,2.7678400000000005,-0.08784000000000036
1.275,1.8119999999999998,-0.5369999999999999
1.471,1.6300500000000004,-0.15905000000000036
1.496,1.55135,-0.05535000000000001
1.43,0.9499299999999998,0.4800700000000001
0.808,1.3420499999999997,-0.5340499999999997
4.561,2.9136399999999987,1.6473600000000013
2.253,2.612710000000001,-0.3597100000000011
1.449,1.720620000000001,-0.27162000000000086
2.083,1.5592699999999997,0.5237300000000005
1.182,1.2733400000000001,-0.0913400000000002
0.598,0.4978600000000001,0.1001399999999999
1.49,1.1755499999999988,0.31445000000000123
2.713,2.952250499999999,-0.23925049999999892
1.898,2.0071,-0.10909999999999997
1.83,1.9636102000000002,-0.13361020000000012
1.478,1.3725400000000005,0.10545999999999944
0.953,1.3945600000000002,-0.4415600000000003
1.649,1.5623000000000005,0.08669999999999956
1.095,1.2492499999999997,-0.15424999999999978
1.488,1.50899,-0.020990000000000064
1.386,1.52339,-0.13739000000000012
4.746,4.298262899999998,0.4477371000000021
1.476,2.0050305,-0.5290305000000002
2.271,2.340639999999998,-0.06963999999999793
2.027,2.189489999999999,-0.1624899999999987
4.984,4.101323299999996,0.8826767000000038
1.324,1.4311899999999995,-0.10718999999999945
1.505,1.7263800000000007,-0.2213800000000008
2.432,2.545280000000001,-0.11328000000000094
2.081,2.1408900000000006,-0.059890000000000665
1.609,1.7207400000000006,-0.11174000000000062
1.6,1.57918,0.02082000000000006
2.417,2.2769801,0.14001989999999997
0.866,1.1305100000000003,-0.26451000000000036
2.667,2.7365806,-0.0695806000000001
0.978,1.07778,-0.09977999999999998
3.139,2.46742,0.6715799999999996
0.722,0.8410100000000006,-0.11901000000000062
1.773,2.1033901,-0.3303901
1.452,1.5023,-0.05030000000000001
1.886,2.1158999999999994,-0.22989999999999955
0.633,0.8869099999999994,-0.2539099999999994
1.369,1.1222899999999998,0.2467100000000002
5.00001,4.0325121,0.9674978999999997
2.714,2.12073,0.59327
1.488,1.3162402999999996,0.1717597000000004
1.288,1.35555,-0.06755
3.185,2.9178600000000006,0.2671399999999995
1.82,1.9795799999999997,-0.1595799999999996
1.865,2.070090000000001,-0.20509000000000088
0.76,0.6794399999999999,0.08056000000000008
1.866,1.9855799999999995,-0.11957999999999935
3.423,2.7261200000000008,0.6968799999999993
2.675,2.7475701000000003,-0.07257010000000053
5.00001,4.944258999999991,0.055751000000008766
1.78,1.4249200000000002,0.35507999999999984
1.42,1.5642199999999997,-0.1442199999999998
2.182,2.26493,-0.08293000000000017
2.827,2.675800199999998,0.15119980000000188
0.96,0.8191700000000001,0.1408299999999999
1.148,1.15403,-0.00602999999999998
0.479,0.6990099999999998,-0.22000999999999982
3.553,3.0914004,0.4615996
1.95,2.0258900000000004,-0.07589000000000046
1.51,1.4625700000000004,0.04742999999999964
